,t,Q,T
1298,168.0,6.0,53.0
1300,169.0,6.0,53.0
1302,170.0,6.0,54.0
1304,171.0,6.0,54.0
1306,172.0,6.0,54.0
1308,173.0,6.0,54.0
1310,174.0,6.0,54.0
1312,175.0,6.0,54.0
1314,176.0,6.0,54.0
1316,177.0,6.0,54.0
1318,178.0,6.0,55.0
1320,179.0,6.0,55.0
1322,180.0,6.0,55.0
1324,181.0,6.0,55.0
1326,182.0,6.0,55.0
1328,183.0,6.0,55.0
1330,184.0,6.0,55.0
1332,185.0,6.0,55.0
1334,186.0,6.0,55.0
1336,187.0,6.0,55.0
1338,188.0,6.0,56.0
1340,189.0,6.0,56.0
1342,190.0,6.0,55.0
1344,191.0,6.0,56.0
1346,192.0,6.0,56.0
1348,193.0,6.0,56.0
1350,194.0,6.0,56.0
1352,195.0,6.0,56.0
1354,196.0,6.0,56.0
1356,197.0,6.0,57.0
1358,198.0,6.0,56.0
1360,199.0,6.0,57.0
1362,200.0,6.0,57.0
1364,201.0,6.0,57.0
1366,202.0,6.0,57.0
1368,203.0,6.0,57.0
1370,204.0,6.0,57.0
1372,205.0,6.0,57.0
1374,206.0,6.0,57.0
1376,207.0,6.0,57.0
1378,208.0,6.0,57.0
1380,209.0,6.0,58.0
1382,210.0,6.0,58.0
1384,211.0,6.0,58.0
1386,212.0,6.0,58.0
1388,213.0,6.0,58.0
1390,214.0,6.0,58.0
1392,215.0,6.0,58.0
1394,216.0,6.0,58.0
1396,217.0,6.0,58.0
1398,218.0,6.0,59.0
1400,219.0,6.0,59.0
1402,220.0,6.0,59.0
1404,221.0,6.0,59.0
1406,222.0,6.0,59.0
1408,223.0,6.0,59.0
1410,224.0,6.0,59.0
1412,225.0,6.0,59.0
1414,226.0,6.0,60.0
1416,227.0,6.0,59.0
1418,228.0,6.0,59.0
1420,229.0,6.0,59.0
1422,230.0,6.0,59.0
1424,231.0,6.0,60.0
1426,232.0,6.0,60.0
1428,233.0,6.0,60.0
1430,234.0,6.0,60.0
1432,235.0,6.0,60.0
1434,236.0,6.0,60.0
1436,237.0,6.0,60.0
1438,238.0,6.0,60.0
1440,239.0,6.0,61.0
1442,240.0,6.0,61.0
